	Testis_sex1	Adrenal_Gland_sex1	Brain_Spinal_cord_cervical_c_1_sex1	Brain_Amygdala_sex1	Brain_Anterior_cingulate_cortex_BA24_sex1	Brain_Caudate_basal_ganglia_sex1	Brain_Cortex_sex1	Brain_Frontal_Cortex_BA9_sex1	Brain_Hippocampus_sex1	Brain_Hypothalamus_sex1	Brain_Nucleus_accumbens_basal_ganglia_sex1	Brain_Putamen_basal_ganglia_sex1	Brain_Substantia_nigra_sex1	Brain_Cerebellar_Hemisphere_sex1	Brain_Cerebellum_sex1	Pituitary_sex1	Kidney_Cortex_sex1	Liver_sex1	Thyroid_sex1	Spleen_sex1	Whole_Blood_sex1	Esophagus_Mucosa_sex1	Skin_Not_Sun_Exposed_Suprapubic_sex1	Skin_Sun_Exposed_Lower_leg_sex1	Heart_Atrial_Appendage_sex1	Heart_Left_Ventricle_sex1	Muscle_Skeletal_sex1	Lung_sex1	Nerve_Tibial_sex1	Pancreas_sex1	Minor_Salivary_Gland_sex1	Adipose_Subcutaneous_sex1	Adipose_Visceral_Omentum_sex1	Breast_Mammary_Tissue_sex1	Colon_Transverse_sex1	Small_Intestine_Terminal_Ileum_sex1	Stomach_sex1	Artery_Aorta_sex1	Artery_Tibial_sex1	Artery_Coronary_sex1	Colon_Sigmoid_sex1	Esophagus_Muscularis_sex1	Esophagus_Gastroesophageal_Junction_sex1	Prostate_sex1
ENST00000479966.1	0.173754303	-0.533629763	-1.023357194	-1.023357194	-1.023357194	-1.023357194	-1.023357194	-1.023357194	-1.023357194	-1.023357194	-1.023357194	-1.023357194	-1.023357194	-1.023357194	-0.72407932	0.364203859	-0.479215605	-0.343180207	-0.343180207	-0.234351889	1.289244562	-0.506422684	-0.343180207	-0.452008525	0.636274654	0.33699678	2.159871105	0.364203859	2.731219774	-0.533629763	0.037718906	1.534108277	1.778971993	2.404734821	0.092133065	0.228168462	-0.016695253	-0.560836843	0.527446336	0.200961383	0.364203859	0.717895893	0.663481734	0.745102972
ENST00000482561.1	0.6775993	-0.77884977	0.656180931	-0.800268138	-1.025161009	-0.682467111	-0.521829346	-1.046579378	-0.500410977	-0.85381406	-0.950196719	-0.885941613	-0.500410977	-0.907359982	-0.232681369	0.131430899	-0.950196719	-1.260763065	-0.639630373	0.313487032	-0.885941613	-0.468283424	0.077884977	0.292068664	-0.018497682	-0.007788498	-0.671757926	0.773981959	4.329431157	-0.521829346	-0.478992608	1.823482023	0.409869691	1.14880341	0.142140083	0.902492171	-0.200553816	0.806109512	1.14880341	0.816818696	0.281359479	0.6775993	0.838237065	-0.45757424
ENST00000486882.5	-0.090802286	0.384828734	0.622644244	-0.613996407	-1.042064324	-0.613996407	0.004323918	-1.042064324	-0.613996407	-0.518870203	-0.851811916	-0.376180897	-0.043239184	-1.612821547	-1.137190528	0.242139428	1.098275263	-0.899375018	0.812896651	3.23861485	-0.94693812	-0.613996407	-0.94693812	-0.756685713	0.432391836	0.575081142	-0.756685713	0.812896651	2.905673136	-1.089627426	-0.471307101	1.383653874	0.812896651	0.955585957	-0.518870203	-0.185928489	-0.518870203	-0.090802286	-0.281054693	0.52751804	0.337265632	1.003149059	0.908022855	-0.423743999
ENST00000488036.5	-0.79447837	-1.286228897	1.001480074	0.253164056	-0.206515784	-0.409630132	-0.035472123	-0.484461734	0.787675497	0.627322065	-0.676885853	-0.238586471	1.140453049	-1.040353634	-0.719646768	-1.190016837	-1.018973176	-0.473771505	-0.377559446	-1.179326608	-0.110303725	-0.858619743	-1.083114549	-0.97621226	1.161833507	-0.206515784	0.263854284	-0.014091665	1.31149671	-1.243467981	-0.719646768	0.402827259	1.664274262	0.552490463	-0.056852581	0.477658861	0.242473827	0.253164056	-0.61274448	0.242473827	0.114191081	2.220166161	3.652656825	-0.356178988
ENST00000488596.5	-0.959048718	2.21361368	0.566603146	-0.664320517	-1.02839653	-0.855027	-0.733668329	-1.097744342	-0.300244504	-0.751005282	-1.045733483	-0.907037859	-0.248233645	-1.271113872	-1.132418248	-0.716331376	-0.386929269	-0.733668329	-0.560298799	0.497255334	-1.097744342	0.029157603	-0.040190209	0.029157603	-0.300244504	-0.369592316	-0.716331376	0.809320487	2.629700552	-0.594972705	0.18519018	2.647037505	1.104048688	1.814863761	-0.196222786	-0.265570598	-0.404266222	0.861331346	1.190733453	0.843994393	0.549266193	0.393233616	0.670624863	0.341222757
ENST00000492079.5	-1.184607892	-0.26675802	-0.313114075	-0.554165556	0.150446467	0.41004037	1.077567549	0.75307517	-0.609792821	-0.563436767	0.447125213	0.465667634	-0.730318562	-0.415097394	-0.090605015	-0.804488248	-0.090605015	-0.869386724	-0.331656496	-0.748860983	-1.490557849	-0.721047351	-0.405826183	-0.238944388	-0.062791382	0.048463147	-0.980641254	-0.517080713	2.421893118	-1.119709416	-0.832301881	3.386099043	2.115943161	2.310638588	-0.081333804	-0.37801255	-0.424368604	-0.36874134	-0.099876226	0.465667634	0.651091851	0.484210056	0.623278218	-0.517080713
ENST00000493868.5	-0.876731081	1.592742303	-0.876731081	-0.876731081	-0.876731081	-0.876731081	-0.165822076	-0.876731081	-0.876731081	-0.876731081	-0.876731081	-0.876731081	-0.502568447	-0.876731081	-0.876731081	-0.502568447	2.079153727	1.89207241	-0.20323834	-0.876731081	-0.876731081	0.208340557	1.218579669	1.031498352	-0.240654603	-0.352903393	-0.876731081	0.133508031	3.463555472	0.881833298	-0.09098955	1.330828459	0.395421874	0.545086928	-0.876731081	-0.352903393	0.732168245	0.470254401	0.844417035	0.320589348	-0.390319657	-0.165822076	-0.09098955	-0.053573286
ENST00000494910.1	-0.267818943	-0.079274407	0.297814665	-0.456363479	-0.927724818	-0.597771881	-0.314955077	-0.927724818	-0.362091211	-0.314955077	-0.786316416	-0.220682809	0.156406263	-1.587630694	-1.587630694	-0.362091211	0.627767602	-0.927724818	0.580631468	3.45593564	-0.597771881	-0.786316416	-0.83345255	-0.550635747	0.816312138	1.099128942	-0.550635747	0.95772054	2.466076827	-1.116269354	-0.362091211	1.900443219	0.297814665	1.476218013	-0.550635747	0.014997861	-0.456363479	-0.126410541	0.203542397	0.4863592	-0.079274407	0.769176004	0.769176004	-0.644908015
ENST00000495528.1	-0.496875193	-0.487615342	-0.580213853	-0.601820173	-0.645032811	-0.586387087	-0.577127236	-0.651206045	-0.611080024	-0.63577296	-0.632686343	-0.626513109	-0.645032811	-0.734544705	-0.691332067	-0.209819808	-0.46909564	-0.601820173	0.361204344	-0.08326851	0.046369406	-0.478355491	-0.077095276	-0.200559957	0.62665341	-0.215993043	-0.564780768	0.429109919	4.988043289	-0.537001215	-0.305504937	0.737771623	1.493992798	0.392070515	-0.018449552	-0.052402339	-0.237599362	1.864386843	0.691472368	1.719315842	0.120448215	-0.043142488	0.157487619	-0.330197873
ENST00000496736.1	1.816652904	0.188537207	-0.509226663	-0.858108598	-1.245755192	-0.858108598	-0.547991322	-1.245755192	-0.819343938	-1.245755192	-1.245755192	-1.245755192	-1.245755192	-0.315403365	0.266066526	0.149772548	0.03347857	-0.470462003	1.312712331	-1.245755192	-1.245755192	-0.509226663	0.304831186	0.304831186	1.080124374	0.498654483	-0.392932684	0.149772548	4.026238492	-0.121580068	1.118889034	0.614948461	0.614948461	0.343595845	-0.00528609	-0.470462003	-0.082815409	0.382360504	0.886301077	0.343595845	0.576183802	0.343595845	0.537419142	0.03347857
ENST00000497057.1	1.743968066	-0.587625188	0.452287296	-0.445321375	-0.62046453	-0.445321375	-0.456267822	-0.686143213	0.014429408	-0.390589139	-0.445321375	-0.34680335	0.00348296	-0.81750058	-0.718982555	-0.467214269	-0.751821896	-0.937911499	-0.390589139	-0.795607685	-1.113054654	1.415574649	0.266197693	-0.051249276	0.00348296	-0.434374928	-0.795607685	0.12389388	4.830866176	-0.675196766	-0.456267822	1.437467544	0.539858873	1.163806364	-0.116927959	-0.62046453	-0.467214269	0.320929929	-0.303017561	0.102000985	0.715002029	0.211465457	0.266197693	0.725948476
ENST00000498625.1	-0.290275669	0.410633873	-0.952245793	-0.952245793	-0.952245793	-0.952245793	-0.952245793	-0.952245793	-0.952245793	-0.952245793	-0.952245793	-0.952245793	-0.952245793	-0.952245793	-0.952245793	-0.407093926	-0.368154507	0.800028064	0.410633873	-0.095578574	-0.952245793	-0.523912183	-0.290275669	0.060179102	0.176997359	-0.329215088	-0.562851602	0.449573292	3.019574948	-0.134517993	0.13805794	2.630180758	1.306240511	2.007150053	0.488512711	-0.017699736	-0.212396831	1.695634701	0.605330968	1.267301092	0.371694454	0.449573292	0.683209807	-0.407093926
ENST00000505343.1	0.376892274	-1.207083833	-0.091835349	-1.126268725	-0.657541102	-0.576725994	-0.495910887	0.00514278	-0.883823403	-0.835334338	-0.382769736	-0.85149736	-1.013127575	1.20120637	0.683989682	-0.738356209	-1.271735919	-1.417203112	-0.31811765	0.974924069	1.556792843	-1.142431747	1.702260037	2.138661617	-0.059509306	-0.657541102	-0.285791607	0.55468551	2.348780896	-1.013127575	0.053631844	2.122498596	-0.188813478	1.475977736	-0.415095779	0.312240188	-0.64137808	0.182936016	1.249695435	0.021305801	0.344566231	0.037468823	-0.124161392	-0.948475489
ENST00000513131.1	2.264774629	0.393121871	-0.758664442	-0.758664442	-0.758664442	-0.552988315	-0.758664442	-0.758664442	-0.758664442	-0.758664442	-0.552988315	-0.758664442	-0.758664442	-0.758664442	-0.758664442	-0.059365609	-0.14163606	-0.285609349	-0.162203673	1.21582638	-0.758664442	-0.552988315	-0.3678798	-0.429582639	-0.388447413	1.771151923	2.655559271	-0.532420702	2.305909854	-0.758664442	-0.347312188	1.133555929	1.791719536	2.244207016	-0.532420702	-0.470717864	-0.532420702	-0.306176962	0.043472454	-0.079933222	-0.429582639	-0.018230384	-0.059365609	0.845609351
ENST00000518228.1	-0.057999198	-1.045856504	0.271286571	-0.881213619	-0.716570735	-0.387284966	-0.469606409	-0.551927851	-0.387284966	-0.469606409	-0.387284966	-0.881213619	-0.469606409	1.835393972	1.670751087	0.188965129	-0.634249293	-1.375142272	0.024322244	-0.881213619	-2.362999578	0.682893781	1.506108203	1.341465319	0.353608013	-0.716570735	-1.128177946	1.094500992	2.823251277	-1.045856504	0.353608013	1.01217955	0.518250897	1.176822434	-0.716570735	-0.798892177	-1.045856504	0.682893781	0.188965129	1.01217955	0.106643686	-0.057999198	0.353608013	0.271286571
ENST00000519093.5	-0.879849561	-0.935098483	-0.654249792	-0.6726661	-0.599000869	-0.681874254	-0.32966237	-0.580584562	-0.417139832	-0.697988523	-0.536845831	-0.472388754	-0.559866216	-1.022575945	-0.803882292	-0.41944187	-0.495409139	-0.930494407	-0.030397371	0.662516203	-0.734821138	-0.721008907	-0.688780369	-0.5230336	0.126141243	0.275773743	-0.77625783	1.007821971	3.314464501	-0.541449908	-1.001857599	1.912523083	1.516572469	1.790515045	0.075496397	-0.308944024	-0.407931678	0.255055397	1.037748471	0.602663203	0.966385279	1.758286507	1.861878237	0.259659474
ENST00000519732.5	0.7398115	-0.421202236	-0.49918077	-0.811094908	-0.741780655	-0.776437782	-0.620480713	-0.637809276	-0.759109218	-0.672466402	-0.802430626	-0.759109218	-0.681130684	-0.23058804	-0.325895138	-0.412537954	-0.542502178	-0.334559419	0.115983224	-0.759109218	-0.958387695	-0.334559419	-0.169938069	-0.083295253	0.878440006	0.878440006	1.311654086	-0.152609506	4.448124029	0.03800469	0.193961759	1.81418242	2.186746529	1.398296902	-0.169938069	-0.169938069	-0.17860235	-0.568495023	-0.187266632	0.367247391	-0.369216546	-0.039973845	0.367247391	-0.568495023
ENST00000520047.1	0.25565677	-0.837093308	-0.837093308	-0.837093308	-0.837093308	-0.837093308	-0.837093308	-0.837093308	-0.837093308	-0.837093308	-0.837093308	-0.837093308	-0.837093308	1.541245096	2.055480427	0.25565677	-0.837093308	-0.837093308	0.898450933	-0.837093308	-0.837093308	-0.837093308	-0.065740312	0.127097937	0.834171517	0.191377353	-0.065740312	0.641333268	3.726745252	-0.837093308	-0.837093308	1.669803929	0.705612684	1.091289182	-0.001460896	-0.837093308	-0.194299145	0.384215602	0.191377353	0.7698921	0.448495019	0.448495019	0.834171517	-0.001460896
ENST00000523561.1	-0.481443567	-0.226397751	-0.358825386	0.136552065	-0.535395567	-0.437301022	-0.491253022	-0.658013748	-0.005685025	-0.255826114	-0.550109749	-0.437301022	0.033552793	-0.707061021	-0.589347567	-0.599157021	0.18069461	0.121837884	2.495725869	-0.829679202	-0.95720211	-0.398063204	0.23464661	0.126742611	1.122402241	-0.010589752	-0.854202838	-0.687442112	4.702853129	-0.604061748	-0.608966476	-0.093970115	-0.187159933	-0.157731569	0.28859861	1.034117151	-0.38825375	-0.677632657	-0.61877593	-0.152826842	0.504406609	0.254265519	0.465168791	1.858111328
ENST00000524250.5	0.674123414	0.304798213	0.235549738	-0.872425865	-1.126336941	-0.133775463	-0.410769364	-1.080171291	-0.018361338	-0.918591515	-0.918591515	-0.318438064	-0.249189589	-1.495662142	-1.218668241	-0.57234914	-0.687763265	2.959323094	1.135779915	-0.57234914	-1.334082366	-0.826260215	-0.110692638	0.327881038	0.120135612	-0.087609813	-0.75701174	0.558709288	3.02857157	-0.84934304	1.828264667	1.759016191	0.050887137	0.235549738	-0.087609813	-0.57234914	-0.480017839	0.027804312	-0.018361338	0.443295163	1.089614265	0.004721487	0.489460813	0.443295163
ENST00000525177.1	0.012226225	-1.027817947	-0.597454842	-1.027817947	-1.027817947	-0.346409697	-0.669182026	-1.027817947	-0.597454842	-0.454000473	-0.633318434	-0.597454842	-0.669182026	-1.027817947	-1.027817947	-0.597454842	0.227407777	-0.23881892	0.119817001	-0.597454842	-1.027817947	2.092314569	0.94467962	0.872952436	2.737859227	1.303315542	-0.633318434	0.586043699	3.598585438	-0.05950096	1.375042726	0.370862146	0.119817001	0.657770883	0.119817001	0.299134962	0.227407777	-0.382273289	-0.382273289	-0.131228144	-0.274682512	-0.274682512	-0.131228144	-0.202955328
ENST00000534166.1	-0.4736895	-0.340636648	-0.85719478	-0.888501334	-0.865021419	-0.724141928	-0.708488651	-0.841541504	-0.896327972	-0.904154611	-0.622395629	-0.755448482	-0.904154611	-0.990247633	-0.990247633	-0.340636648	-0.536302607	-0.622395629	0.066348548	-0.348463286	-0.990247633	-0.42672967	-0.403249755	-0.262370264	0.982065238	0.676826341	-0.160623965	1.224691028	3.979667737	-0.591089076	-0.262370264	1.819515545	1.365570519	1.138598006	0.387240722	0.230707954	-0.105837496	0.410720637	0.567253404	1.083811537	1.169904559	0.833359109	1.138598006	-0.262370264
ENST00000536078.1	-0.751545954	-1.072834658	-0.578544345	-1.492981425	-1.492981425	-0.825689501	-0.504400797	-1.319979815	-1.048120143	-1.418837878	-1.270550784	-0.825689501	-0.94926208	0.237034673	0.904326597	-0.257255641	-0.578544345	-1.072834658	0.632466924	-0.207826609	1.052613691	-0.60325886	0.286463705	0.48417983	0.212320158	-0.108968546	0.533608861	2.313053991	3.425207197	-0.331399188	0.113462095	1.151471754	0.13817661	0.756039503	0.064033063	0.533608861	-0.158397578	0.83018305	1.077328207	0.459465314	0.706610471	0.410036283	0.583037893	-0.034824999
ENST00000548181.1	-0.602104039	-0.551928703	-0.250876683	-1.003506732	-0.953331395	-0.401402693	-0.250876683	-0.802805386	-0.602104039	-0.852980722	0.602104039	-0.752630049	-1.053682069	0.702454712	1.404909425	-0.30105202	-1.154032742	-0.953331395	-0.200701346	-0.652279376	-1.605610771	0.15052601	2.50876683	2.408416157	0.652279376	-0.752630049	1.003506732	0.802805386	3.411922889	0	0.250876683	0.852980722	-0.050175337	0.752630049	-0.451578029	-0.15052601	-0.602104039	0.100350673	-0.100350673	0.050175337	0	-0.30105202	-0.100350673	-0.200701346
ENST00000550099.5	-0.782555612	-0.782555612	-0.782555612	-0.782555612	-0.782555612	-0.782555612	-0.782555612	-0.782555612	-0.782555612	-0.782555612	-0.782555612	-0.782555612	-0.782555612	-0.782555612	-0.782555612	-0.782555612	-0.782555612	-0.782555612	0.220331192	-0.782555612	-0.782555612	-0.225396276	0.777490527	1.334649862	1.056070194	-0.058248476	0.164615258	0.777490527	2.003241064	-0.782555612	-0.002532542	2.448968532	0.66605866	2.560400399	-0.058248476	-0.058248476	0.108899325	0.053183391	1.000354261	1.111786128	-0.058248476	1.334649862	2.058956998	-0.782555612
ENST00000551354.1	-0.415807404	-0.009240165	-0.736781541	-0.865171196	-0.865171196	-0.865171196	-0.865171196	-0.865171196	-0.865171196	-0.865171196	-0.865171196	-0.726082403	-0.747480679	-0.865171196	-0.865171196	-0.608391887	-0.554896197	-0.619091024	0.108450352	-0.865171196	-0.865171196	-0.191125509	-0.041337578	0.194043455	2.044994311	0.718301212	0.001458973	0.311733972	3.221899479	-0.661887576	0.129848628	1.627727933	0.93228397	2.002197759	-0.009240165	0.033556387	-0.009240165	-0.23392206	0.022857249	1.092771038	0.268937421	1.595630519	1.980799483	-0.340913439
ENST00000552888.1	-0.45536303	-0.45536303	-0.45536303	-0.45536303	-0.45536303	-0.45536303	-0.45536303	-0.45536303	-0.45536303	-0.45536303	-0.45536303	-0.45536303	-0.45536303	-0.45536303	-0.45536303	1.699042705	-0.45536303	-0.45536303	-0.45536303	-0.45536303	-0.45536303	-0.45536303	2.129923852	2.345364426	1.914483279	-0.45536303	-0.45536303	-0.45536303	3.20712672	-0.45536303	1.699042705	1.699042705	-0.45536303	1.699042705	-0.45536303	-0.45536303	-0.45536303	-0.45536303	-0.45536303	-0.45536303	-0.45536303	-0.45536303	-0.45536303	-0.45536303
ENST00000553297.1	-0.432736835	-0.267664831	-0.547017453	-0.794625459	-0.858114691	-0.794625459	-0.731136227	-0.832718998	-0.673995918	-0.762880843	-0.826370075	-0.743834073	-0.724787304	-0.274013755	-0.356549757	-0.261315908	0.04978133	-0.420038989	3.319476791	-0.693042687	-0.940650693	-0.445434682	-0.680344841	-0.648600225	0.576741957	1.643361059	-0.375596526	-0.140686367	3.167102633	-0.420038989	-0.635902378	0.62118442	1.275123512	0.544997341	0.316436105	-0.229571292	0.392623184	-0.534319607	-0.407341142	0.100572716	0.79895427	1.262425666	1.713199215	0.671975806
ENST00000554873.5	2.180342543	-0.376132024	-0.376132024	-0.376132024	-0.376132024	-0.376132024	-0.376132024	-0.376132024	-0.376132024	-0.376132024	-0.376132024	-0.376132024	-0.376132024	-0.376132024	-0.376132024	-0.376132024	-0.376132024	-0.376132024	-0.376132024	-0.376132024	-0.376132024	-0.376132024	-0.376132024	-0.376132024	-0.376132024	-0.376132024	-0.376132024	-0.376132024	2.314893836	-0.376132024	-0.376132024	3.660406766	2.180342543	2.853099008	-0.376132024	-0.376132024	-0.376132024	-0.376132024	-0.376132024	1.103932199	-0.376132024	-0.376132024	-0.376132024	-0.376132024
ENST00000555310.1	-0.636346113	0.345394033	-0.608857389	-0.813059339	-0.852328945	-0.789497575	-0.813059339	-0.864109827	-0.714885324	-0.789497575	-0.832694142	-0.730593167	-0.75022797	-0.852328945	-0.824840221	-0.420363281	0.333613151	-0.353604951	3.196367417	-0.671688758	-0.926941196	-0.357531911	-0.6873966	-0.628492192	0.836264106	2.674081659	-0.475340729	-0.114060355	1.778734646	-0.180818685	-0.601003467	0.789140579	1.998644439	0.934438121	0.427860205	-0.172964764	0.310051388	-0.498902492	-0.341824069	0.2590009	0.581011668	1.107224386	1.354622903	0.376809718
ENST00000555319.1	-0.487103034	-0.241009226	-0.46473087	-0.800313336	-0.889801994	-0.86742983	-0.889801994	-0.889801994	-0.755569007	-0.86742983	-0.912174158	-0.777941172	-0.710824679	-0.643708185	-0.710824679	-0.375242212	-0.129148404	-0.576591692	2.130440203	-0.688452514	-1.180640131	-0.241009226	-0.621336021	-0.66608035	0.586760858	1.951462887	-0.509475199	0.139317569	2.376534011	-0.509475199	-0.46473087	0.4972722	0.810482502	0.474900036	0.4972722	0.027456747	0.631505187	-0.26338139	-0.106776239	0.385411378	1.280297955	2.354161847	2.600255656	0.4972722
ENST00000559206.1	-0.475117875	-0.225503708	-0.615525844	-0.958745323	-0.989947094	-0.880740896	-0.974346209	-1.083552407	-0.849539125	-0.943144438	-1.021148865	-0.849539125	-0.787135583	-1.317565688	-1.317565688	-0.475117875	0.757352075	-0.178701051	1.28778218	0.741751189	-1.317565688	0.476536137	0.039711345	0.22692197	0.882159158	0.507737908	0.133316657	2.099028223	3.284695516	-0.631126729	0.273724626	0.913360929	0.866558273	0.523338793	-0.334709906	-0.615525844	-0.365911677	1.053768898	0.866558273	1.880615826	-0.334709906	-0.038293082	0.304926397	0.460935252
ENST00000560479.3	-0.245690733	-0.245690733	-0.245690733	-0.245690733	-0.245690733	-0.245690733	-0.245690733	-0.245690733	-0.245690733	-0.245690733	-0.245690733	-0.245690733	-0.245690733	-0.245690733	-0.245690733	-0.245690733	-0.245690733	-0.245690733	-0.245690733	-0.245690733	-0.245690733	-0.245690733	-0.245690733	-0.245690733	-0.245690733	-0.245690733	-0.245690733	-0.245690733	1.057689893	-0.245690733	0.67434265	6.117873502	-0.245690733	1.134359342	-0.245690733	-0.245690733	-0.245690733	-0.245690733	0.597673202	-0.245690733	-0.245690733	-0.245690733	-0.245690733	-0.245690733
ENST00000562139.1	1.164891487	-1.120814512	-0.220384876	-0.774495421	-1.120814512	-0.601335876	-0.46280824	-0.635967785	-0.532072058	-0.774495421	-1.120814512	-0.566703967	-0.532072058	0.091302306	0.264461851	-0.739863512	-1.120814512	-1.120814512	-0.46280824	-0.670599694	-1.120814512	-0.635967785	-0.012593421	0.264461851	0.056670397	-0.220384876	-0.116489149	0.991731942	3.242806032	-1.120814512	-0.497440149	2.030689214	0.195198033	0.991731942	0.229829942	-0.151121058	-0.116489149	0.749308578	0.922468124	0.402989488	1.753633942	1.615106305	1.892161578	-0.289648694
ENST00000584687.1	-0.771847362	-0.544173951	-0.27855497	-1.265139755	-0.999520774	-1.11335748	-0.582119519	-0.923629637	-0.961575206	-0.126772695	-0.885684068	-1.265139755	-0.923629637	0.556247541	1.011594364	-0.126772695	-0.809792931	-0.999520774	0.176791854	-0.506228382	0.594193109	-0.809792931	0.442410835	0.366519697	-0.164718264	-0.809792931	-0.430337245	1.580777894	2.719144954	-0.316500539	0.328574129	2.225852561	0.632138678	1.580777894	-0.430337245	-0.126772695	-0.316500539	1.618723463	2.074070287	1.353104482	-0.316500539	-0.202663833	0.138846285	-0.392391676
