	Testis_sex1	Adrenal_Gland_sex1	Brain_Spinal_cord_cervical_c_1_sex1	Brain_Amygdala_sex1	Brain_Anterior_cingulate_cortex_BA24_sex1	Brain_Caudate_basal_ganglia_sex1	Brain_Cortex_sex1	Brain_Frontal_Cortex_BA9_sex1	Brain_Hippocampus_sex1	Brain_Hypothalamus_sex1	Brain_Nucleus_accumbens_basal_ganglia_sex1	Brain_Putamen_basal_ganglia_sex1	Brain_Substantia_nigra_sex1	Brain_Cerebellar_Hemisphere_sex1	Brain_Cerebellum_sex1	Pituitary_sex1	Kidney_Cortex_sex1	Liver_sex1	Thyroid_sex1	Spleen_sex1	Whole_Blood_sex1	Esophagus_Mucosa_sex1	Skin_Not_Sun_Exposed_Suprapubic_sex1	Skin_Sun_Exposed_Lower_leg_sex1	Heart_Atrial_Appendage_sex1	Heart_Left_Ventricle_sex1	Muscle_Skeletal_sex1	Lung_sex1	Nerve_Tibial_sex1	Pancreas_sex1	Minor_Salivary_Gland_sex1	Adipose_Subcutaneous_sex1	Adipose_Visceral_Omentum_sex1	Breast_Mammary_Tissue_sex1	Colon_Transverse_sex1	Small_Intestine_Terminal_Ileum_sex1	Stomach_sex1	Artery_Aorta_sex1	Artery_Tibial_sex1	Artery_Coronary_sex1	Colon_Sigmoid_sex1	Esophagus_Muscularis_sex1	Esophagus_Gastroesophageal_Junction_sex1	Prostate_sex1
ENST00000395852.5	6.470253279	-0.206667615	-0.047134719	-0.023673999	-0.051826863	-0.070595439	-0.075287583	-0.084671871	-0.079979727	-0.098748303	-0.056519007	-0.070595439	-0.079979727	-0.094056159	-0.084671871	-0.206667615	-0.145669743	-0.126901167	-0.206667615	-0.206667615	-0.206667615	-0.206667615	-0.206667615	-0.206667615	-0.159746175	-0.206667615	-0.206667615	-0.206667615	-0.206667615	-0.206667615	-0.206667615	-0.206667615	-0.206667615	-0.206667615	-0.159746175	-0.136285455	-0.206667615	-0.126901167	-0.206667615	-0.155054031	-0.126901167	-0.206667615	-0.206667615	-0.075287583
ENST00000396472.5	5.065102757	-0.72252746	1.233854585	0.011115807	-0.396463786	-0.233431949	-0.641011541	-0.477979704	0.174147644	0.4186954	-0.477979704	-0.15191603	0.4186954	-0.314947867	-0.477979704	0.011115807	-0.314947867	0.255663563	0.500211318	-0.233431949	-1.700718482	-0.070400111	0.907790911	1.152338667	-0.72252746	-0.641011541	-1.700718482	0.011115807	1.55991826	-0.15191603	0.255663563	-0.070400111	-0.559495623	-0.233431949	0.011115807	0.174147644	-0.314947867	-0.314947867	-0.396463786	-0.233431949	-0.396463786	-0.396463786	-0.396463786	0.581727237
ENST00000396533.5	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000397193.7	6.104386414	-0.161489606	-0.223646747	-0.223646747	-0.223646747	-0.223646747	-0.223646747	-0.223646747	-0.223646747	-0.223646747	-0.223646747	-0.223646747	-0.223646747	-0.223646747	-0.223646747	-0.223646747	-0.169122939	-0.033903895	-0.223646747	-0.168032463	1.999834145	0.090410387	-0.197475319	-0.197475319	-0.187661034	-0.200746748	0.000991342	-0.142951511	-0.223646747	-0.223646747	-0.197475319	-0.223646747	-0.172394368	-0.223646747	-0.195294367	-0.223646747	-0.163670558	-0.206199129	-0.223646747	-0.223646747	-0.210561033	-0.223646747	-0.223646747	-0.223646747
ENST00000397459.6	6.467530471	-0.17573045	-0.17573045	-0.17573045	-0.17573045	-0.17573045	-0.17573045	-0.17573045	-0.17573045	-0.17573045	-0.17573045	-0.17573045	-0.17573045	0.000249972	-0.05474391	-0.17573045	-0.17573045	-0.17573045	-0.05474391	-0.17573045	-0.17573045	-0.17573045	-0.17573045	-0.17573045	-0.17573045	-0.17573045	-0.17573045	-0.17573045	-0.17573045	-0.17573045	-0.17573045	-0.17573045	-0.17573045	-0.17573045	-0.17573045	-0.17573045	-0.17573045	0.055243854	0.132235288	-0.043745133	-0.17573045	-0.17573045	-0.17573045	-0.17573045
ENST00000399147.8	6.259722179	-0.126615002	0.043234391	0.31499342	0.247053663	0.230068723	-0.058675245	-0.058675245	0.179113905	-0.058675245	0.281023541	0.230068723	0.348963299	-0.160584881	-0.211539699	-0.279479456	0.518812692	-0.483298728	0.026249452	-0.228524638	-0.160584881	-0.602193303	-0.109630063	-0.075660184	-0.364404153	-0.466313788	-0.43234391	-0.466313788	-0.075660184	-0.262494517	-0.330434274	0.043234391	-0.313449335	-0.109630063	-0.398374031	-0.313449335	-0.347419213	-0.43234391	-0.41535897	-0.330434274	-0.245509577	-0.313449335	-0.279479456	-0.211539699
ENST00000399635.3	6.482481412	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.140459944	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.143523638	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874	-0.151182874
ENST00000400127.5	4.154191293	-0.662557551	0.513625306	-0.298500952	-0.662557551	0.009546939	-0.662557551	-0.662557551	0.065555646	1.745816871	-0.018457415	0.065555646	0.149568707	-0.662557551	-0.662557551	0.037551293	0.877681905	-0.662557551	-0.326505306	3.118030204	-0.662557551	-0.662557551	-0.270496599	-0.35450966	0.54162966	-0.662557551	-0.662557551	-0.662557551	-0.662557551	-0.662557551	-0.662557551	-0.662557551	0.429612245	-0.270496599	-0.074466122	-0.298500952	-0.662557551	-0.270496599	-0.242492245	-0.242492245	0.485620952	0.121564354	-0.102470476	1.717812517
ENST00000400477.7	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000402388.1	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000402578.5	4.039231807	0.188698033	-0.412947869	-1.014593771	-0.412947869	0.128533443	-0.292618689	-0.232454099	-1.014593771	0.008204262	0.730179345	-0.172289508	-0.112124918	0.429356394	0.429356394	0.670014755	0.068368853	-0.112124918	0.068368853	0.008204262	1.031002296	-1.014593771	-1.014593771	-1.014593771	0.670014755	0.128533443	1.271660657	-0.412947869	-1.014593771	3.497750495	-0.352783279	-0.412947869	-0.051960328	-0.172289508	-0.412947869	-1.014593771	-0.232454099	-0.232454099	-1.014593771	-0.172289508	-0.172289508	-0.292618689	-0.412947869	-0.172289508
ENST00000402753.1	6.466977905	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	0.162681881	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	0.162681881	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687	-0.16566687
ENST00000402881.5	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000403303.5	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000404092.5	6.118898707	0.861245139	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	0.762044128	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	1.456451203	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979	-0.229965979
ENST00000404843.5	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000407045.3	3.172631645	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	4.204127648	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	3.516463646	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364	-0.265688364
ENST00000407904.7	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000409178.5	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000409504.5	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000409840.7	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000409944.5	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000410001.5	6.473816214	-0.171061857	-0.171061857	-0.171061857	-0.171061857	-0.034438196	-0.171061857	-0.171061857	-0.046858528	-0.034438196	-0.171061857	-0.171061857	-0.171061857	-0.171061857	-0.171061857	0.027663469	-0.171061857	-0.171061857	-0.034438196	-0.171061857	-0.171061857	-0.171061857	-0.171061857	-0.171061857	-0.171061857	-0.171061857	-0.171061857	-0.022017863	-0.171061857	-0.171061857	-0.171061857	-0.171061857	-0.171061857	-0.171061857	-0.171061857	-0.171061857	-0.171061857	-0.171061857	-0.171061857	-0.171061857	-0.171061857	-0.171061857	-0.171061857	-0.171061857
ENST00000410069.1	6.476523518	-0.135274898	-0.174660146	-0.223891705	-0.159890678	-0.159890678	-0.223891705	-0.115582274	-0.223891705	-0.159890678	-0.164813834	-0.223891705	-0.223891705	-0.095889651	-0.125428586	-0.154967522	-0.223891705	-0.135274898	-0.110659119	-0.223891705	-0.14512121	-0.12050543	-0.135274898	-0.130351742	-0.164813834	-0.14512121	-0.03681178	-0.14512121	-0.16973699	-0.150044366	-0.105735963	-0.125428586	-0.125428586	-0.130351742	-0.14512121	-0.150044366	-0.164813834	-0.12050543	-0.076197027	-0.110659119	-0.135274898	-0.125428586	-0.135274898	-0.223891705
ENST00000410107.5	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000412468.3	6.47944352	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	0.04810552	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834	-0.155417834
ENST00000412849.5	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000414429.5	5.474768266	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	3.343000091	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866	-0.209946866
ENST00000415132.5	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000415329.6	6.44351193	-0.114674767	-0.090474816	-0.247774497	-0.247774497	-0.247774497	-0.247774497	-0.247774497	-0.247774497	-0.247774497	-0.247774497	-0.126774743	-0.247774497	-0.247774497	-0.247774497	-0.090474816	-0.05417489	-0.247774497	-0.247774497	0.320924349	-0.042074915	-0.247774497	-0.247774497	-0.247774497	-0.102574792	-0.126774743	-0.247774497	-0.078374841	-0.029974939	-0.247774497	-0.114674767	-0.102574792	-0.078374841	-0.114674767	-0.102574792	0.006324987	-0.102574792	-0.126774743	-0.247774497	-0.114674767	-0.078374841	-0.126774743	-0.102574792	-0.042074915
ENST00000417318.3	6.098951083	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.067668053	2.05063623	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982	-0.197119982
ENST00000417400.1	5.775225173	-0.154705139	-0.256397406	-0.192839739	-0.192839739	-0.161060906	-0.256397406	-0.097503239	-0.192839739	0.646121463	-0.186483972	-0.173772439	-0.192839739	-0.256397406	-0.256397406	2.6608995	-0.154705139	-0.256397406	-0.173772439	-0.256397406	-0.256397406	-0.256397406	-0.256397406	-0.256397406	-0.256397406	-0.256397406	-0.256397406	-0.256397406	-0.192839739	-0.256397406	-0.256397406	-0.256397406	-0.256397406	-0.097503239	-0.256397406	-0.256397406	-0.256397406	-0.256397406	-0.256397406	-0.256397406	-0.256397406	-0.256397406	-0.256397406	0.004189028
ENST00000417608.1	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000418460.2	3.381911668	-0.132863727	-0.312189002	-0.096998672	0.76376265	0.692032539	0.90722287	1.445198695	0.154056714	0.512707264	1.086548145	0.405112099	-0.204593837	-0.240458892	-0.455649222	-0.276323947	-0.814299773	1.660389026	0.512707264	-0.240458892	-1.208815378	-0.921894938	-1.352275598	-1.244680433	0.297516934	1.230008365	1.660389026	-0.993625048	-0.599109442	1.767984191	0.118191659	-0.383919112	-0.742569662	-0.240458892	-0.240458892	0.297516934	0.118191659	-1.352275598	-1.316410543	-0.850164828	-0.563244387	-0.706704607	-0.778434718	-0.742569662
ENST00000419127.5	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000419673.6	5.977838462	-0.171833429	-0.204457683	-0.408359271	-0.302330445	-0.408359271	-0.326798636	-0.318642572	-0.318642572	-0.302330445	-0.408359271	-0.408359271	-0.408359271	-0.408359271	-0.408359271	-0.286018318	0.888454828	-0.408359271	-0.090272794	1.581720227	-0.408359271	-0.294174382	-0.065804603	-0.122897048	-0.302330445	-0.408359271	0.138096985	0.293062191	-0.188145556	0.178877302	-0.326798636	0.439871335	0.439871335	0.10547273	-0.204457683	-0.171833429	-0.237081937	-0.408359271	-0.204457683	-0.237081937	-0.188145556	-0.408359271	-0.408359271	0.129940921
